"SIGLA_UF","COD_MUN_TSE","COD_MUN_IBGE","NOME_UF","CODIGO_MESO","NOME_MESO","CODIGO_MICRO","NOME_MICRO","NOME_MUNICIPIO","CODIGO_MACRO","NOME_MACRO"
"RS","88102",4323457,"Rio Grande do Sul","3","Centro Ocidental Rio-grandense","18","Santa Maria","Vila Nova do Sul","4","Sul"
"RS","85600",4323507,"Rio Grande do Sul","1","Noroeste Rio-grandense","3","Frederico Westphalen","Vista Alegre","4","Sul"
"RS","85863",4323606,"Rio Grande do Sul","2","Nordeste Rio-grandense","14","Guaporé","Vista Alegre do Prata","4","Sul"
"RS","85847",4323705,"Rio Grande do Sul","1","Noroeste Rio-grandense","2","Três Passos","Vista Gaúcha","4","Sul"
"RS","88129",4323754,"Rio Grande do Sul","1","Noroeste Rio-grandense","7","Santo Ângelo","Vitória das Missões","4","Sul"
"RS","89524",4323770,"Rio Grande do Sul","4","Centro Oriental Rio-grandense","21","Lajeado-Estrela","Westfália","4","Sul"
"RS","88145",4323804,"Rio Grande do Sul","5","Metropolitana de Porto Alegre","27","Osório","Xangri-lá","4","Sul"
"MS","90034",5000203,"Mato Grosso do Sul","3","Leste de Mato Grosso do Sul","7","Três Lagoas","Água Clara","5","Centro-Oeste"
"MS","55018",5000252,"Mato Grosso do Sul","2","Centro Norte de Mato Grosso do Sul","3","Alto Taquari","Alcinópolis","5","Centro-Oeste"
"MS","90115",5000609,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","10","Dourados","Amambai","5","Centro-Oeste"
"MS","90131",5000708,"Mato Grosso do Sul","1","Pantanais Sul Mato-grossense","2","Aquidauana","Anastácio","5","Centro-Oeste"
"MS","90158",5000807,"Mato Grosso do Sul","3","Leste de Mato Grosso do Sul","8","Nova Andradina","Anaurilândia","5","Centro-Oeste"
"MS","91693",5000856,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","11","Iguatemi","Angélica","5","Centro-Oeste"
"MS","90174",5000906,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","10","Dourados","Antônio João","5","Centro-Oeste"
"MS","90190",5001003,"Mato Grosso do Sul","3","Leste de Mato Grosso do Sul","6","Paranaíba","Aparecida do Taboado","5","Centro-Oeste"
"MS","90212",5001102,"Mato Grosso do Sul","1","Pantanais Sul Mato-grossense","2","Aquidauana","Aquidauana","5","Centro-Oeste"
"MS","91715",5001243,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","10","Dourados","Aral Moreira","5","Centro-Oeste"
"MS","90298",5001508,"Mato Grosso do Sul","2","Centro Norte de Mato Grosso do Sul","4","Campo Grande","Bandeirantes","5","Centro-Oeste"
"MS","90379",5001904,"Mato Grosso do Sul","3","Leste de Mato Grosso do Sul","8","Nova Andradina","Bataguassu","5","Centro-Oeste"
"MS","90395",5002001,"Mato Grosso do Sul","3","Leste de Mato Grosso do Sul","8","Nova Andradina","Batayporã","5","Centro-Oeste"
"MS","90417",5002100,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","9","Bodoquena","Bela Vista","5","Centro-Oeste"
"MS","98019",5002159,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","9","Bodoquena","Bodoquena","5","Centro-Oeste"
"MS","90433",5002209,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","9","Bodoquena","Bonito","5","Centro-Oeste"
"MS","90450",5002308,"Mato Grosso do Sul","3","Leste de Mato Grosso do Sul","7","Três Lagoas","Brasilândia","5","Centro-Oeste"
"MS","90557",5002407,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","10","Dourados","Caarapó","5","Centro-Oeste"
"MS","90492",5002605,"Mato Grosso do Sul","2","Centro Norte de Mato Grosso do Sul","3","Alto Taquari","Camapuã","5","Centro-Oeste"
"MS","90514",5002704,"Mato Grosso do Sul","2","Centro Norte de Mato Grosso do Sul","4","Campo Grande","Campo Grande","5","Centro-Oeste"
"MS","90530",5002803,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","9","Bodoquena","Caracol","5","Centro-Oeste"
"MS","90573",5002902,"Mato Grosso do Sul","3","Leste de Mato Grosso do Sul","5","Cassilândia","Cassilândia","5","Centro-Oeste"
"MS","91782",5002951,"Mato Grosso do Sul","3","Leste de Mato Grosso do Sul","5","Cassilândia","Chapadão do Sul","5","Centro-Oeste"
"MS","90611",5003108,"Mato Grosso do Sul","2","Centro Norte de Mato Grosso do Sul","4","Campo Grande","Corguinho","5","Centro-Oeste"
"MS","98590",5003157,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","11","Iguatemi","Coronel Sapucaia","5","Centro-Oeste"
"MS","90638",5003207,"Mato Grosso do Sul","1","Pantanais Sul Mato-grossense","1","Baixo Pantanal","Corumbá","5","Centro-Oeste"
"MS","98035",5003256,"Mato Grosso do Sul","3","Leste de Mato Grosso do Sul","5","Cassilândia","Costa Rica","5","Centro-Oeste"
"MS","90654",5003306,"Mato Grosso do Sul","2","Centro Norte de Mato Grosso do Sul","3","Alto Taquari","Coxim","5","Centro-Oeste"
"MS","91758",5003454,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","11","Iguatemi","Deodápolis","5","Centro-Oeste"
"MS","91804",5003488,"Mato Grosso do Sul","1","Pantanais Sul Mato-grossense","2","Aquidauana","Dois Irmãos do Buriti","5","Centro-Oeste"
"MS","98051",5003504,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","10","Dourados","Douradina","5","Centro-Oeste"
"MS","90735",5003702,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","10","Dourados","Dourados","5","Centro-Oeste"
"MS","91731",5003751,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","11","Iguatemi","Eldorado","5","Centro-Oeste"
"MS","90751",5003801,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","10","Dourados","Fátima do Sul","5","Centro-Oeste"
"MS","55069",5003900,"Mato Grosso do Sul","2","Centro Norte de Mato Grosso do Sul","3","Alto Taquari","Figueirão","5","Centro-Oeste"
"MS","90794",5004007,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","11","Iguatemi","Glória de Dourados","5","Centro-Oeste"
"MS","90816",5004106,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","9","Bodoquena","Guia Lopes da Laguna","5","Centro-Oeste"
"MS","90859",5004304,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","11","Iguatemi","Iguatemi","5","Centro-Oeste"
"MS","90875",5004403,"Mato Grosso do Sul","3","Leste de Mato Grosso do Sul","6","Paranaíba","Inocência","5","Centro-Oeste"
"MS","90891",5004502,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","10","Dourados","Itaporã","5","Centro-Oeste"
"MS","98078",5004601,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","11","Iguatemi","Itaquiraí","5","Centro-Oeste"
"MS","90930",5004700,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","11","Iguatemi","Ivinhema","5","Centro-Oeste"
"MS","55034",5004809,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","11","Iguatemi","Japorã","5","Centro-Oeste"
"MS","90972",5004908,"Mato Grosso do Sul","2","Centro Norte de Mato Grosso do Sul","4","Campo Grande","Jaraguari","5","Centro-Oeste"
"MS","90999",5005004,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","9","Bodoquena","Jardim","5","Centro-Oeste"
"MS","91014",5005103,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","11","Iguatemi","Jateí","5","Centro-Oeste"
"MS","91820",5005152,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","10","Dourados","Juti","5","Centro-Oeste"
"MS","91030",5005202,"Mato Grosso do Sul","1","Pantanais Sul Mato-grossense","1","Baixo Pantanal","Ladário","5","Centro-Oeste"
"MS","55026",5005251,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","10","Dourados","Laguna Carapã","5","Centro-Oeste"
"MS","91073",5005400,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","10","Dourados","Maracaju","5","Centro-Oeste"
"MS","91111",5005608,"Mato Grosso do Sul","1","Pantanais Sul Mato-grossense","2","Aquidauana","Miranda","5","Centro-Oeste"
"MS","91790",5005681,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","11","Iguatemi","Mundo Novo","5","Centro-Oeste"
"MS","91138",5005707,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","11","Iguatemi","Naviraí","5","Centro-Oeste"
"MS","91154",5005806,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","9","Bodoquena","Nioaque","5","Centro-Oeste"
"MS","55000",5006002,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","10","Dourados","Nova Alvorada do Sul","5","Centro-Oeste"
"MS","91235",5006200,"Mato Grosso do Sul","3","Leste de Mato Grosso do Sul","8","Nova Andradina","Nova Andradina","5","Centro-Oeste"
"MS","55042",5006259,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","11","Iguatemi","Novo Horizonte do Sul","5","Centro-Oeste"
"MS","55050",5006275,"Mato Grosso do Sul","3","Leste de Mato Grosso do Sul","5","Cassilândia","Paraíso das Águas","5","Centro-Oeste"
"MS","91251",5006309,"Mato Grosso do Sul","3","Leste de Mato Grosso do Sul","6","Paranaíba","Paranaíba","5","Centro-Oeste"
"MS","91847",5006358,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","11","Iguatemi","Paranhos","5","Centro-Oeste"
"MS","91278",5006408,"Mato Grosso do Sul","2","Centro Norte de Mato Grosso do Sul","3","Alto Taquari","Pedro Gomes","5","Centro-Oeste"
"MS","91316",5006606,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","10","Dourados","Ponta Porã","5","Centro-Oeste"
"MS","91375",5006903,"Mato Grosso do Sul","1","Pantanais Sul Mato-grossense","1","Baixo Pantanal","Porto Murtinho","5","Centro-Oeste"
"MS","91413",5007109,"Mato Grosso do Sul","3","Leste de Mato Grosso do Sul","7","Três Lagoas","Ribas do Rio Pardo","5","Centro-Oeste"
"MS","91430",5007208,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","10","Dourados","Rio Brilhante","5","Centro-Oeste"
"MS","91456",5007307,"Mato Grosso do Sul","2","Centro Norte de Mato Grosso do Sul","4","Campo Grande","Rio Negro","5","Centro-Oeste"
"MS","91472",5007406,"Mato Grosso do Sul","2","Centro Norte de Mato Grosso do Sul","3","Alto Taquari","Rio Verde de Mato Grosso","5","Centro-Oeste"
"MS","91499",5007505,"Mato Grosso do Sul","2","Centro Norte de Mato Grosso do Sul","4","Campo Grande","Rochedo","5","Centro-Oeste"
"MS","91863",5007554,"Mato Grosso do Sul","3","Leste de Mato Grosso do Sul","7","Três Lagoas","Santa Rita do Pardo","5","Centro-Oeste"
"MS","98094",5007695,"Mato Grosso do Sul","2","Centro Norte de Mato Grosso do Sul","3","Alto Taquari","São Gabriel do Oeste","5","Centro-Oeste"
"MS","98132",5007703,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","11","Iguatemi","Sete Quedas","5","Centro-Oeste"
"MS","98116",5007802,"Mato Grosso do Sul","3","Leste de Mato Grosso do Sul","6","Paranaíba","Selvíria","5","Centro-Oeste"
"MS","91570",5007901,"Mato Grosso do Sul","2","Centro Norte de Mato Grosso do Sul","4","Campo Grande","Sidrolândia","5","Centro-Oeste"
"MS","91880",5007935,"Mato Grosso do Sul","2","Centro Norte de Mato Grosso do Sul","3","Alto Taquari","Sonora","5","Centro-Oeste"
"MS","98159",5007950,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","11","Iguatemi","Tacuru","5","Centro-Oeste"
"MS","98175",5007976,"Mato Grosso do Sul","3","Leste de Mato Grosso do Sul","8","Nova Andradina","Taquarussu","5","Centro-Oeste"
"MS","91596",5008008,"Mato Grosso do Sul","2","Centro Norte de Mato Grosso do Sul","4","Campo Grande","Terenos","5","Centro-Oeste"
"MS","91650",5008305,"Mato Grosso do Sul","3","Leste de Mato Grosso do Sul","7","Três Lagoas","Três Lagoas","5","Centro-Oeste"
"MS","91901",5008404,"Mato Grosso do Sul","4","Sudoeste de Mato Grosso do Sul","10","Dourados","Vicentina","5","Centro-Oeste"
"MT","90018",5100102,"Mato Grosso","4","Centro-Sul Mato-grossense","16","Rosário Oeste","Acorizal","5","Centro-Oeste"
"MT","91910",5100201,"Mato Grosso","2","Nordeste Mato-grossense","10","Canarana","Água Boa","5","Centro-Oeste"
"MT","89877",5100250,"Mato Grosso","1","Norte Mato-grossense","2","Alta Floresta","Alta Floresta","5","Centro-Oeste"
"MT","90050",5100300,"Mato Grosso","5","Sudeste Mato-grossense","22","Alto Araguaia","Alto Araguaia","5","Centro-Oeste"
"MT","90042",5100359,"Mato Grosso","2","Nordeste Mato-grossense","9","Norte Araguaia","Alto Boa Vista","5","Centro-Oeste"
"MT","90077",5100409,"Mato Grosso","5","Sudeste Mato-grossense","22","Alto Araguaia","Alto Garças","5","Centro-Oeste"
"MT","90093",5100508,"Mato Grosso","4","Centro-Sul Mato-grossense","15","Alto Paraguai","Alto Paraguai","5","Centro-Oeste"
"MT","98612",5100607,"Mato Grosso","5","Sudeste Mato-grossense","22","Alto Araguaia","Alto Taquari","5","Centro-Oeste"
"MT","90263",5100805,"Mato Grosso","1","Norte Mato-grossense","2","Alta Floresta","Apiacás","5","Centro-Oeste"
"MT","98639",5101001,"Mato Grosso","2","Nordeste Mato-grossense","11","Médio Araguaia","Araguaiana","5","Centro-Oeste"
"MT","90239",5101209,"Mato Grosso","5","Sudeste Mato-grossense","20","Tesouro","Araguainha","5","Centro-Oeste"
"MT","89893",5101258,"Mato Grosso","3","Sudoeste Mato-grossense","14","Jauru","Araputanga","5","Centro-Oeste"
"MT","90255",5101308,"Mato Grosso","4","Centro-Sul Mato-grossense","15","Alto Paraguai","Arenápolis","5","Centro-Oeste"
"MT","90271",5101407,"Mato Grosso","1","Norte Mato-grossense","1","Aripuanã","Aripuanã","5","Centro-Oeste"
"MT","90310",5101605,"Mato Grosso","4","Centro-Sul Mato-grossense","18","Alto Pantanal","Barão de Melgaço","5","Centro-Oeste"
"MT","90336",5101704,"Mato Grosso","3","Sudoeste Mato-grossense","13","Tangará da Serra","Barra do Bugres","5","Centro-Oeste"
"MT","90352",5101803,"Mato Grosso","2","Nordeste Mato-grossense","11","Médio Araguaia","Barra do Garças","5","Centro-Oeste"
"MT","90905",5101852,"Mato Grosso","2","Nordeste Mato-grossense","9","Norte Araguaia","Bom Jesus do Araguaia","5","Centro-Oeste"
"MT","90468",5101902,"Mato Grosso","1","Norte Mato-grossense","1","Aripuanã","Brasnorte","5","Centro-Oeste"
"MT","90476",5102504,"Mato Grosso","4","Centro-Sul Mato-grossense","18","Alto Pantanal","Cáceres","5","Centro-Oeste"
"MT","98655",5102603,"Mato Grosso","2","Nordeste Mato-grossense","10","Canarana","Campinápolis","5","Centro-Oeste"
"MT","90484",5102637,"Mato Grosso","1","Norte Mato-grossense","4","Parecis","Campo Novo do Parecis","5","Centro-Oeste"
"MT","90506",5102678,"Mato Grosso","5","Sudeste Mato-grossense","19","Primavera do Leste","Campo Verde","5","Centro-Oeste"
"MT","90743",5102686,"Mato Grosso","1","Norte Mato-grossense","4","Parecis","Campos de Júlio","5","Centro-Oeste"
"MT","90085",5102694,"Mato Grosso","2","Nordeste Mato-grossense","9","Norte Araguaia","Canabrava do Norte","5","Centro-Oeste"
"MT","91936",5102702,"Mato Grosso","2","Nordeste Mato-grossense","10","Canarana","Canarana","5","Centro-Oeste"
"MT","90760",5102793,"Mato Grosso","1","Norte Mato-grossense","2","Alta Floresta","Carlinda","5","Centro-Oeste"
"MT","90549",5102850,"Mato Grosso","1","Norte Mato-grossense","1","Aripuanã","Castanheira","5","Centro-Oeste"
"MT","90590",5103007,"Mato Grosso","4","Centro-Sul Mato-grossense","17","Cuiabá","Chapada dos Guimarães","5","Centro-Oeste"
"MT","90522",5103056,"Mato Grosso","1","Norte Mato-grossense","7","Sinop","Cláudia","5","Centro-Oeste"
"MT","98671",5103106,"Mato Grosso","2","Nordeste Mato-grossense","11","Médio Araguaia","Cocalinho","5","Centro-Oeste"
"MT","89796",5103205,"Mato Grosso","1","Norte Mato-grossense","3","Colíder","Colíder","5","Centro-Oeste"
"MT","89788",5103254,"Mato Grosso","1","Norte Mato-grossense","1","Aripuanã","Colniza","5","Centro-Oeste"
"MT","99015",5103304,"Mato Grosso","1","Norte Mato-grossense","4","Parecis","Comodoro","5","Centro-Oeste"
"MT","90280",5103353,"Mato Grosso","2","Nordeste Mato-grossense","9","Norte Araguaia","Confresa","5","Centro-Oeste"
"MT","91006",5103361,"Mato Grosso","3","Sudoeste Mato-grossense","12","Alto Guaporé","Conquista D'Oeste","5","Centro-Oeste"
"MT","90425",5103379,"Mato Grosso","1","Norte Mato-grossense","1","Aripuanã","Cotriguaçu","5","Centro-Oeste"
"MT","90670",5103403,"Mato Grosso","4","Centro-Sul Mato-grossense","17","Cuiabá","Cuiabá","5","Centro-Oeste"
"MT","89800",5103437,"Mato Grosso","4","Centro-Sul Mato-grossense","18","Alto Pantanal","Curvelândia","5","Centro-Oeste"
"MT","98337",5103452,"Mato Grosso","3","Sudoeste Mato-grossense","13","Tangará da Serra","Denise","5","Centro-Oeste"
"MT","90697",5103502,"Mato Grosso","1","Norte Mato-grossense","4","Parecis","Diamantino","5","Centro-Oeste"
"MT","90719",5103601,"Mato Grosso","5","Sudeste Mato-grossense","21","Rondonópolis","Dom Aquino","5","Centro-Oeste"
"MT","90786",5103700,"Mato Grosso","1","Norte Mato-grossense","7","Sinop","Feliz Natal","5","Centro-Oeste"
"MT","99031",5103809,"Mato Grosso","3","Sudoeste Mato-grossense","14","Jauru","Figueirópolis D'Oeste","5","Centro-Oeste"
"MT","90824",5103858,"Mato Grosso","1","Norte Mato-grossense","8","Paranatinga","Gaúcha do Norte","5","Centro-Oeste"
"MT","90778",5103908,"Mato Grosso","5","Sudeste Mato-grossense","20","Tesouro","General Carneiro","5","Centro-Oeste"
"MT","90204",5103957,"Mato Grosso","3","Sudoeste Mato-grossense","14","Jauru","Glória D'Oeste","5","Centro-Oeste"
"MT","99058",5104104,"Mato Grosso","1","Norte Mato-grossense","3","Colíder","Guarantã do Norte","5","Centro-Oeste"
"MT","90832",5104203,"Mato Grosso","5","Sudeste Mato-grossense","20","Tesouro","Guiratinga","5","Centro-Oeste"
"MT","99074",5104500,"Mato Grosso","3","Sudoeste Mato-grossense","14","Jauru","Indiavaí","5","Centro-Oeste"
"MT","91081",5104526,"Mato Grosso","1","Norte Mato-grossense","6","Alto Teles Pires","Ipiranga do Norte","5","Centro-Oeste"
"MT","91103",5104542,"Mato Grosso","1","Norte Mato-grossense","6","Alto Teles Pires","Itanhangá","5","Centro-Oeste"
"MT","98698",5104559,"Mato Grosso","1","Norte Mato-grossense","7","Sinop","Itaúba","5","Centro-Oeste"
"MT","90913",5104609,"Mato Grosso","5","Sudeste Mato-grossense","21","Rondonópolis","Itiquira","5","Centro-Oeste"
"MT","90956",5104807,"Mato Grosso","5","Sudeste Mato-grossense","21","Rondonópolis","Jaciara","5","Centro-Oeste"
"MT","90565",5104906,"Mato Grosso","4","Centro-Sul Mato-grossense","16","Rosário Oeste","Jangada","5","Centro-Oeste"
"MT","89915",5105002,"Mato Grosso","3","Sudoeste Mato-grossense","14","Jauru","Jauru","5","Centro-Oeste"
"MT","98191",5105101,"Mato Grosso","1","Norte Mato-grossense","5","Arinos","Juara","5","Centro-Oeste"
"MT","98310",5105150,"Mato Grosso","1","Norte Mato-grossense","1","Aripuanã","Juína","5","Centro-Oeste"
"MT","90581",5105176,"Mato Grosso","1","Norte Mato-grossense","1","Aripuanã","Juruena","5","Centro-Oeste"
"MT","91898",5105200,"Mato Grosso","5","Sudeste Mato-grossense","21","Rondonópolis","Juscimeira","5","Centro-Oeste"
"MT","90301",5105234,"Mato Grosso","3","Sudoeste Mato-grossense","14","Jauru","Lambari D'Oeste","5","Centro-Oeste"
"MT","90603",5105259,"Mato Grosso","1","Norte Mato-grossense","6","Alto Teles Pires","Lucas do Rio Verde","5","Centro-Oeste"
"MT","91057",5105309,"Mato Grosso","2","Nordeste Mato-grossense","9","Norte Araguaia","Luciara","5","Centro-Oeste"
"MT","91090",5105507,"Mato Grosso","3","Sudoeste Mato-grossense","12","Alto Guaporé","Vila Bela da Santíssima Trindade","5","Centro-Oeste"
"MT","98710",5105580,"Mato Grosso","1","Norte Mato-grossense","7","Sinop","Marcelândia","5","Centro-Oeste"
"MT","90620",5105606,"Mato Grosso","1","Norte Mato-grossense","3","Colíder","Matupá","5","Centro-Oeste"
"MT","91774",5105622,"Mato Grosso","3","Sudoeste Mato-grossense","14","Jauru","Mirassol d'Oeste","5","Centro-Oeste"
"MT","91170",5105903,"Mato Grosso","1","Norte Mato-grossense","6","Alto Teles Pires","Nobres","5","Centro-Oeste"
"MT","91197",5106000,"Mato Grosso","4","Centro-Sul Mato-grossense","15","Alto Paraguai","Nortelândia","5","Centro-Oeste"
"MT","91219",5106109,"Mato Grosso","4","Centro-Sul Mato-grossense","17","Cuiabá","Nossa Senhora do Livramento","5","Centro-Oeste"
"MT","90387",5106158,"Mato Grosso","1","Norte Mato-grossense","2","Alta Floresta","Nova Bandeirantes","5","Centro-Oeste"
"MT","90964",5106174,"Mato Grosso","2","Nordeste Mato-grossense","10","Canarana","Nova Nazaré","5","Centro-Oeste"
"MT","90867",5106182,"Mato Grosso","3","Sudoeste Mato-grossense","12","Alto Guaporé","Nova Lacerda","5","Centro-Oeste"
"MT","89826",5106190,"Mato Grosso","1","Norte Mato-grossense","7","Sinop","Nova Santa Helena","5","Centro-Oeste"
"MT","89818",5106208,"Mato Grosso","1","Norte Mato-grossense","8","Paranatinga","Nova Brasilândia","5","Centro-Oeste"
"MT","98752",5106216,"Mato Grosso","1","Norte Mato-grossense","3","Colíder","Nova Canaã do Norte","5","Centro-Oeste"
"MT","90646",5106224,"Mato Grosso","1","Norte Mato-grossense","6","Alto Teles Pires","Nova Mutum","5","Centro-Oeste"
"MT","98736",5106232,"Mato Grosso","3","Sudoeste Mato-grossense","13","Tangará da Serra","Nova Olímpia","5","Centro-Oeste"
"MT","90883",5106240,"Mato Grosso","1","Norte Mato-grossense","6","Alto Teles Pires","Nova Ubiratã","5","Centro-Oeste"
"MT","91952",5106257,"Mato Grosso","2","Nordeste Mato-grossense","10","Canarana","Nova Xavantina","5","Centro-Oeste"
"MT","90808",5106265,"Mato Grosso","1","Norte Mato-grossense","3","Colíder","Novo Mundo","5","Centro-Oeste"
"MT","98795",5106273,"Mato Grosso","1","Norte Mato-grossense","5","Arinos","Novo Horizonte do Norte","5","Centro-Oeste"
"MT","98779",5106281,"Mato Grosso","2","Nordeste Mato-grossense","10","Canarana","Novo São Joaquim","5","Centro-Oeste"
"MT","98833",5106299,"Mato Grosso","1","Norte Mato-grossense","2","Alta Floresta","Paranaíta","5","Centro-Oeste"
"MT","89834",5106307,"Mato Grosso","1","Norte Mato-grossense","8","Paranatinga","Paranatinga","5","Centro-Oeste"
"MT","90948",5106315,"Mato Grosso","2","Nordeste Mato-grossense","9","Norte Araguaia","Novo Santo Antônio","5","Centro-Oeste"
"MT","91812",5106372,"Mato Grosso","5","Sudeste Mato-grossense","21","Rondonópolis","Pedra Preta","5","Centro-Oeste"
"MT","98817",5106422,"Mato Grosso","1","Norte Mato-grossense","3","Colíder","Peixoto de Azevedo","5","Centro-Oeste"
"MT","90344",5106455,"Mato Grosso","1","Norte Mato-grossense","8","Paranatinga","Planalto da Serra","5","Centro-Oeste"
"MT","91294",5106505,"Mato Grosso","4","Centro-Sul Mato-grossense","18","Alto Pantanal","Poconé","5","Centro-Oeste"
"MT","90700",5106653,"Mato Grosso","5","Sudeste Mato-grossense","20","Tesouro","Pontal do Araguaia","5","Centro-Oeste"
"MT","91332",5106703,"Mato Grosso","5","Sudeste Mato-grossense","20","Tesouro","Ponte Branca","5","Centro-Oeste"
"MT","89990",5106752,"Mato Grosso","3","Sudoeste Mato-grossense","12","Alto Guaporé","Pontes e Lacerda","5","Centro-Oeste"
"MT","98850",5106778,"Mato Grosso","2","Nordeste Mato-grossense","9","Norte Araguaia","Porto Alegre do Norte","5","Centro-Oeste"
"MT","91359",5106802,"Mato Grosso","1","Norte Mato-grossense","5","Arinos","Porto dos Gaúchos","5","Centro-Oeste"
"MT","98876",5106828,"Mato Grosso","3","Sudoeste Mato-grossense","14","Jauru","Porto Esperidião","5","Centro-Oeste"
"MT","90182",5106851,"Mato Grosso","3","Sudoeste Mato-grossense","13","Tangará da Serra","Porto Estrela","5","Centro-Oeste"
"MT","91391",5107008,"Mato Grosso","5","Sudeste Mato-grossense","20","Tesouro","Poxoréu","5","Centro-Oeste"
"MT","98892",5107040,"Mato Grosso","5","Sudeste Mato-grossense","19","Primavera do Leste","Primavera do Leste","5","Centro-Oeste"
"MT","90069",5107065,"Mato Grosso","2","Nordeste Mato-grossense","10","Canarana","Querência","5","Centro-Oeste"
"MT","89931",5107107,"Mato Grosso","3","Sudoeste Mato-grossense","14","Jauru","São José dos Quatro Marcos","5","Centro-Oeste"
"MT","98914",5107156,"Mato Grosso","3","Sudoeste Mato-grossense","14","Jauru","Reserva do Cabaçal","5","Centro-Oeste"
"MT","90662",5107180,"Mato Grosso","2","Nordeste Mato-grossense","9","Norte Araguaia","Ribeirão Cascalheira","5","Centro-Oeste"
"MT","90441",5107198,"Mato Grosso","5","Sudeste Mato-grossense","20","Tesouro","Ribeirãozinho","5","Centro-Oeste"
"MT","89958",5107206,"Mato Grosso","3","Sudoeste Mato-grossense","14","Jauru","Rio Branco","5","Centro-Oeste"
"MT","90107",5107248,"Mato Grosso","1","Norte Mato-grossense","7","Sinop","Santa Carmem","5","Centro-Oeste"
"MT","90328",5107263,"Mato Grosso","4","Centro-Sul Mato-grossense","15","Alto Paraguai","Santo Afonso","5","Centro-Oeste"
"MT","90026",5107297,"Mato Grosso","5","Sudeste Mato-grossense","21","Rondonópolis","São José do Povo","5","Centro-Oeste"
"MT","91995",5107305,"Mato Grosso","1","Norte Mato-grossense","5","Arinos","São José do Rio Claro","5","Centro-Oeste"
"MT","90247",5107354,"Mato Grosso","2","Nordeste Mato-grossense","9","Norte Araguaia","São José do Xingu","5","Centro-Oeste"
"MT","90409",5107404,"Mato Grosso","5","Sudeste Mato-grossense","21","Rondonópolis","São Pedro da Cipa","5","Centro-Oeste"
"MT","89960",5107578,"Mato Grosso","1","Norte Mato-grossense","1","Aripuanã","Rondolândia","5","Centro-Oeste"
"MT","91510",5107602,"Mato Grosso","5","Sudeste Mato-grossense","21","Rondonópolis","Rondonópolis","5","Centro-Oeste"
"MT","91537",5107701,"Mato Grosso","4","Centro-Sul Mato-grossense","16","Rosário Oeste","Rosário Oeste","5","Centro-Oeste"
"MT","90980",5107743,"Mato Grosso","2","Nordeste Mato-grossense","9","Norte Araguaia","Santa Cruz do Xingu","5","Centro-Oeste"
"MT","89974",5107750,"Mato Grosso","3","Sudoeste Mato-grossense","14","Jauru","Salto do Céu","5","Centro-Oeste"
"MT","91049",5107768,"Mato Grosso","1","Norte Mato-grossense","6","Alto Teles Pires","Santa Rita do Trivelato","5","Centro-Oeste"
"MT","91979",5107776,"Mato Grosso","2","Nordeste Mato-grossense","9","Norte Araguaia","Santa Terezinha","5","Centro-Oeste"
